1,0,0,white
1,0,3,black
1,0,7,black
1,0,1,white
1,0,2,black
1,0,4,white
1,0,6,black
1,0,7,black
1,0,2,black
1,0,3,white
1,0,4,black
1,0,5,white
1,0,6,white
1,0,7,white
1,0,8,white
1,0,3,white
1,0,4,black
1,0,5,black
1,0,6,white
1,0,7,black
1,0,8,white
1,0,10,black
1,0,5,black
1,0,9,white
1,0,10,white
1,0,11,black
1,0,5,black
1,0,7,white
1,0,8,black
1,0,9,white
1,0,10,white
1,0,11,white
1,0,12,black
1,0,6,white
1,0,9,black
1,0,10,black
1,0,11,white
1,0,12,white
1,0,9,black
1,0,10,white
1,0,12,black
1,0,13,black
1,0,14,black
2,1,0,white
2,1,3,black
2,1,1,white
2,1,2,black
2,1,4,white
2,1,6,black
2,1,7,black
2,1,2,black
2,1,3,white
2,1,4,black
2,1,5,white
2,1,6,white
2,1,7,white
2,1,8,white
2,1,3,white
2,1,4,black
2,1,5,black
2,1,6,white
2,1,7,black
2,1,8,white
2,1,10,black
2,1,5,black
2,1,9,white
2,1,10,white
2,1,11,black
2,1,5,black
2,1,7,white
2,1,8,black
2,1,9,white
2,1,10,white
2,1,11,white
2,1,12,black
2,1,6,white
2,1,9,black
2,1,10,black
2,1,11,white
2,1,12,white
2,1,9,black
2,1,10,white
2,1,7,black
2,1,12,black
2,1,13,black
2,1,14,black
3,2,0,white
3,2,1,white
3,2,2,black
3,2,3,black
3,2,4,white
3,2,6,black
3,2,7,black
3,2,2,black
3,2,3,white
3,2,4,black
3,2,5,white
3,2,6,white
3,2,7,white
3,2,8,white
3,2,3,white
3,2,4,black
3,2,5,black
3,2,6,white
3,2,7,black
3,2,8,white
3,2,10,black
3,2,5,black
3,2,9,white
3,2,10,white
3,2,11,black
3,2,5,black
3,2,7,white
3,2,8,black
3,2,9,white
3,2,10,white
3,2,11,white
3,2,12,black
3,2,6,white
3,2,9,black
3,2,10,black
3,2,11,white
3,2,12,white
3,2,9,black
3,2,10,white
3,2,7,black
3,2,12,black
3,2,13,black
3,2,14,black
4,3,0,white
4,3,1,white
4,3,2,black
4,3,3,black
4,3,4,white
4,3,6,black
4,3,7,black
4,3,2,black
4,3,3,white
4,3,4,black
4,3,5,white
4,3,6,white
4,3,7,white
4,3,8,white
4,3,3,white
4,3,4,black
4,3,5,black
4,3,6,white
4,3,7,black
4,3,8,white
4,3,10,black
4,3,5,black
4,3,9,white
4,3,10,white
4,3,11,black
4,3,5,black
4,3,7,white
4,3,8,black
4,3,9,white
4,3,10,white
4,3,11,white
4,3,12,black
4,3,9,black
4,3,10,black
4,3,11,white
4,3,12,white
4,3,6,white
4,3,9,black
4,3,10,white
4,3,7,black
4,3,12,black
4,3,13,black
4,3,14,black
5,4,0,white
5,4,1,white
5,4,2,black
5,4,3,black
5,4,4,white
5,4,6,black
5,4,7,black
5,4,2,black
5,4,3,white
5,4,4,black
5,4,5,white
5,4,6,white
5,4,7,white
5,4,8,white
5,4,3,white
5,4,4,black
5,4,5,black
5,4,6,white
5,4,7,black
5,4,8,white
5,4,10,black
5,4,5,black
5,4,9,white
5,4,10,white
5,4,11,black
5,4,7,white
5,4,8,black
5,4,9,white
5,4,10,white
5,4,11,white
5,4,12,black
5,4,5,black
5,4,9,black
5,4,10,black
5,4,11,white
5,4,12,white
5,4,6,white
5,4,9,black
5,4,10,white
5,4,7,black
5,4,12,black
5,4,13,black
5,4,14,black
6,5,0,white
6,5,1,white
6,5,2,black
6,5,3,black
6,5,4,white
6,5,6,black
6,5,7,black
6,5,2,black
6,5,3,white
6,5,4,black
6,5,5,white
6,5,6,white
6,5,7,white
6,5,8,white
6,5,7,black
6,5,3,white
6,5,4,black
6,5,5,black
6,5,6,white
6,5,8,white
6,5,10,black
6,5,5,black
6,5,9,white
6,5,10,white
6,5,11,black
6,5,7,white
6,5,8,black
6,5,9,white
6,5,10,white
6,5,11,white
6,5,12,black
6,5,5,black
6,5,9,black
6,5,10,black
6,5,11,white
6,5,12,white
6,5,6,white
6,5,9,black
6,5,10,white
6,5,7,black
6,5,12,black
6,5,13,black
6,5,14,black
7,6,0,white
7,6,8,white
7,6,1,white
7,6,2,black
7,6,3,black
7,6,4,white
7,6,6,black
7,6,7,black
7,6,2,black
7,6,3,white
7,6,4,black
7,6,5,white
7,6,6,white
7,6,7,white
7,6,8,white
7,6,7,black
7,6,3,white
7,6,4,black
7,6,5,black
7,6,6,white
7,6,10,black
7,6,5,black
7,6,9,white
7,6,10,white
7,6,11,black
7,6,7,white
7,6,8,black
7,6,9,white
7,6,10,white
7,6,11,white
7,6,12,black
7,6,5,black
7,6,9,black
7,6,10,black
7,6,11,white
7,6,12,white
7,6,6,white
7,6,9,black
7,6,10,white
7,6,7,black
7,6,12,black
7,6,13,black
7,6,14,black
8,7,0,white
8,7,8,white
8,7,1,white
8,7,2,black
8,7,3,black
8,7,4,white
8,7,6,black
8,7,7,black
8,7,2,black
8,7,3,white
8,7,4,black
8,7,5,white
8,7,6,white
8,7,7,white
8,7,8,white
8,7,7,black
8,7,3,white
8,7,4,black
8,7,5,black
8,7,6,white
8,7,10,black
8,7,5,black
8,7,9,white
8,7,10,white
8,7,11,black
8,7,7,white
8,7,8,black
8,7,9,white
8,7,10,white
8,7,11,white
8,7,12,black
8,7,5,black
8,7,9,black
8,7,10,black
8,7,11,white
8,7,12,white
8,7,6,white
8,7,9,black
8,7,10,white
8,7,7,black
8,7,12,black
8,7,13,black
8,7,14,black
9,8,0,white
9,8,8,white
9,8,1,white
9,8,2,black
9,8,3,black
9,8,4,white
9,8,7,black
9,8,2,black
9,8,3,white
9,8,4,black
9,8,5,white
9,8,6,white
9,8,7,white
9,8,8,white
9,8,7,black
9,8,3,white
9,8,4,black
9,8,5,black
9,8,6,white
9,8,6,black
9,8,10,black
9,8,5,black
9,8,9,white
9,8,10,white
9,8,11,black
9,8,7,white
9,8,8,black
9,8,9,white
9,8,10,white
9,8,11,white
9,8,12,black
9,8,5,black
9,8,9,black
9,8,10,black
9,8,11,white
9,8,12,white
9,8,6,white
9,8,9,black
9,8,10,white
9,8,7,black
9,8,12,black
9,8,13,black
9,8,14,black
10,9,0,white
10,9,1,white
10,9,2,black
10,9,3,black
10,9,4,white
10,9,7,black
10,9,2,black
10,9,3,white
10,9,4,black
10,9,5,white
10,9,6,white
10,9,7,white
10,9,8,white
10,9,7,black
10,9,3,white
10,9,4,black
10,9,5,black
10,9,6,white
10,9,6,black
10,9,10,black
10,9,5,black
10,9,9,white
10,9,10,white
10,9,11,black
10,9,8,white
10,9,7,white
10,9,8,black
10,9,9,white
10,9,10,white
10,9,11,white
10,9,12,black
10,9,5,black
10,9,9,black
10,9,10,black
10,9,11,white
10,9,12,white
10,9,6,white
10,9,9,black
10,9,10,white
10,9,7,black
10,9,12,black
10,9,13,black
10,9,14,black
11,10,0,white
11,10,6,white
11,10,1,white
11,10,2,black
11,10,3,black
11,10,4,white
11,10,7,black
11,10,2,black
11,10,3,white
11,10,4,black
11,10,5,white
11,10,7,white
11,10,8,white
11,10,7,black
11,10,3,white
11,10,4,black
11,10,5,black
11,10,6,white
11,10,6,black
11,10,10,black
11,10,5,black
11,10,9,white
11,10,10,white
11,10,11,black
11,10,8,white
11,10,7,white
11,10,8,black
11,10,9,white
11,10,10,white
11,10,11,white
11,10,12,black
11,10,5,black
11,10,9,black
11,10,10,black
11,10,11,white
11,10,12,white
11,10,6,white
11,10,9,black
11,10,10,white
11,10,7,black
11,10,12,black
11,10,13,black
11,10,14,black
12,11,0,white
12,11,6,white
12,11,1,white
12,11,2,black
12,11,3,black
12,11,4,white
12,11,7,black
12,11,2,black
12,11,3,white
12,11,4,black
12,11,5,white
12,11,7,white
12,11,8,white
12,11,7,black
12,11,3,white
12,11,4,black
12,11,5,black
12,11,6,white
12,11,6,black
12,11,10,black
12,11,10,white
12,11,5,black
12,11,9,white
12,11,10,white
12,11,11,black
12,11,8,white
12,11,7,white
12,11,8,black
12,11,9,white
12,11,10,white
12,11,11,white
12,11,12,black
12,11,5,black
12,11,9,black
12,11,10,black
12,11,11,white
